id,sentence,label,detailed_source,Morphology,Semantics,Syntax,Hallucination
326,"Однако та стеснительность, которая разве что молодым к лицу, не разъединяла их, а рождала ощущение слитности, в былые годы неведомой.",1,Paducheva2010,0,0,0,0
327,"В результате раскопок учёные установили то, что ещё в глубокой древности янтарь использовали как украшение.",0,USE8,0,0,1,0
328,Через два дня я еще не буду в Москве.,1,Paducheva2004,0,0,0,0
329,"Она взрослый человек, имеет право жить, как хочется, и может ходить голая хоть круглосуточно, это не их дело.",1,Lutikova,0,0,0,0
330,"Может быть, это лучшее, что было сказано о самобытной силе красоты.",1,Rusgram,0,0,0,0
331,"Удивительно, что он согласился.",1,Paducheva2013,0,0,0,0
332,Родители поддержали мое решение стать россиянкой.,1,Lutikova,0,0,0,0
333,"Как-то я проанализировала свой режим жизни, начиная лет с 14, и, мягко говоря удивилась: по-хорошему, меня и близко нельзя было назвать прилежной студенткой.",1,Paducheva2013,0,0,0,0
334,"У него был длинный язык, из-за чего он и пострадал.",1,Testelets,0,0,0,0
335,"А я считаю, что она нахалка.",1,Paducheva2010,0,0,0,0
336,"Хотя погода была хорошая, он не пошел гулять.",1,Paducheva2013,0,0,0,0
337,Они сообщили свыше пятистам рабочим.,0,Testelets,0,0,1,0
338,"Села розовая птица на песчаный берег и так неторопливо сложила свои волнистые крылья, что как будто кружевной подол платья подобрала.",0,USE8,0,0,1,0
339,Я сначала ему не поверил.,1,Paducheva2013,0,0,0,0
340,"Если бы не низкие потолки, они бросились бы качать Отто.",1,Rusgram,0,0,0,0
341,"Конфеты съел Петя, хотя купила их Маша.",1,Rusgram,0,0,0,0
342,"Я всегда получаю удовольствие, когда она поет.",1,Seliverstova,0,0,0,0
343,Я сделала его своим другом.,1,Seliverstova,0,0,0,0
344,Он мог бы там с кем-нибудь познакомиться.,1,Seliverstova,0,0,0,0
345,Гора у вершины была безлесной.,0,Seliverstova,0,1,0,0
346,"Увы, теперь поля, леса и дороги пахнут автору слабо.",1,Paducheva2013,0,0,0,0
347,Весь день Маша была с ним.,1,Seliverstova,0,0,0,0
348,Я не обременю его своей просьбой.,1,Paducheva2013,0,0,0,0
349,"Получила письмо из дома — мать пишет, что все в порядке.",1,Paducheva2010,0,0,0,0
350,"Ему казалось, что возле самого его уха непрерывно ревет сирена, и этот звук был для него непереносим.",1,Seliverstova,0,0,0,0
351,В 6.30 доклад был уже написан.,1,Seliverstova,0,0,0,0
352,Его больше нет на свете.,1,Paducheva2013,0,0,0,0
353,"Вода капает, так что ведро наполнится не скоро.",1,Paducheva2004,0,0,0,0
354,Они сидели в гостиной и слушали рассказ Петра Ивановича.,1,Seliverstova,0,0,0,0
355,Я принимаю самоубийство как выход из безвыходного положения.,1,Seliverstova,0,0,0,0
356,"Мне кажется, что Иван хочет жениться на твоей сестре.",1,Paducheva2010,0,0,0,0
357,Я получила эту книгу в подарок.,1,Seliverstova,0,0,0,0
358,"Штрафуй нас, товарищ всемирный академик!",1,Paducheva2010,0,0,0,0
359,"Прибежал Устименко, расстегнул тугой крючок реглана, отыскал сумасшедшей частоты пульс, измерил температуру: серебряный ртутный столбик перескочил 40.",1,Testelets,0,0,0,0
360,Два часа связь была оборвана.,1,Paducheva2004,0,0,0,0
361,"Если ты решишь любую из этих задач, ты получишь право участвовать в конкурсе.",1,Seliverstova,0,0,0,0
